15.313848569591856,-7.014258466910861,-12.38207088230513
15.351690492354814,-7.031591342179806,-12.35903097725087
15.351690492354814,-7.031591342179806,-12.35903097725087
15.334440774846344,-7.023690390532298,-12.378015437360752
15.351690492354814,-7.031591342179806,-12.35903097725087
15.351690492354814,-7.031591342179806,-12.35903097725087
15.33110396723679,-7.022162020252195,-12.36312116131652
15.351690492354814,-7.031591342179806,-12.35903097725087
15.351690492354814,-7.031591342179806,-12.35903097725087
15.351690492354814,-7.031591342179806,-12.35903097725087
15.351690492354814,-7.031591342179806,-12.35903097725087
15.372271288894291,-7.041018040225485,-12.354906063688539
15.372271288894291,-7.041018040225485,-12.354906063688539
15.33110396723679,-7.022162020252195,-12.36312116131652
15.327746391315529,-7.020624137385783,-12.348232532775242
15.341555491307558,-7.026949170319167,-12.314382174260043
15.3448298386081,-7.028448931673868,-12.235958106633785
15.299150694025435,-7.007526344827449,-12.136314131499148
15.118169976103056,-6.952707159732267,-12.060749083014022
15.098288384137156,-6.915524641178979,-11.788366372753712
15.039486360610525,-6.860700598477538,-11.555087847823419
14.960792619967009,-6.7970961573195785,-11.280603337932767
15.085767457822621,-6.881813071585187,-10.977929335602168
15.144283103260129,-6.880460888759799,-10.753258137123877
15.161796257267937,-6.916495827189271,-10.655161909605066
15.180095809619797,-6.924843702027675,-10.589781142863359
15.27675710989265,-6.968938574999432,-10.55187679159896
15.271013525106092,-6.9663184711848665,-10.53789623547917
15.191369308262729,-6.986370858552868,-10.505682123041986
14.938326886847195,-7.206021242141465,-10.427222952468234
14.572824444280823,-7.391466943342512,-10.430526307093514
14.047938646910305,-7.564282715885878,-10.498876213811956
13.490483769700502,-7.7244851549262945,-10.560274718015874
12.733064579362463,-7.954087894301714,-10.608391411321207
11.949065556073933,-8.037245711174776,-10.671258360607567
11.104905021239265,-7.923336593580998,-10.696293983063786
10.481762906320185,-7.674563927592027,-10.673558475569468
9.959958062626118,-7.5780157264861145,-10.662581186262049
9.584779899084026,-7.527464246506339,-10.623563933268208
9.375349315401158,-7.3862666989590835,-10.598948620614614
